Date,Time (UTC),TX hash,TX inner instructions,TX Link,Source,Destination,Source token account,Destination token account,Amount,Token Symbol,Token mint,Queried address,Counter address,Amount direction,Fee (SOL),Instruction type,Queried address group,Queried address tag,Queried address Device,Queried own wallet,Counter address group,Counter address tag,Counter address Device,Counter own wallet,TX device check,Internal TX check,Payment to provider
14/10/2022, 10:43:45,5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,6,https://solscan.io/tx/5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,,,,,,NFTMSG,8kzGUdmqy9ETJghqAMWzP1YBW1a8WAET83aRG8SnfxhC,H84hAwjJX8VUtpNPPJ2imgv1HDKUeXwzvtDhvYRZXT2V,,,,mintTo,,,,,,,,,,,
14/10/2022, 10:43:45,5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,7.2,https://solscan.io/tx/5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,11ryQxpVBb2ULB6aTyZj4zJKzNzqJN9PzB97qzvrq3F,,,,,,,H84hAwjJX8VUtpNPPJ2imgv1HDKUeXwzvtDhvYRZXT2V,,,,createAccount,,,,,,,,,,,
14/10/2022, 10:43:45,5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,8,https://solscan.io/tx/5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,,,,,,NFTMSG,8kzGUdmqy9ETJghqAMWzP1YBW1a8WAET83aRG8SnfxhC,H84hAwjJX8VUtpNPPJ2imgv1HDKUeXwzvtDhvYRZXT2V,,,,mintTo,,,,,,,,,,,
14/10/2022, 10:43:45,5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,9.2,https://solscan.io/tx/5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,11ryQxpVBb2ULB6aTyZj4zJKzNzqJN9PzB97qzvrq3F,,,,,,,H84hAwjJX8VUtpNPPJ2imgv1HDKUeXwzvtDhvYRZXT2V,,,,createAccount,,,,,,,,,,,
14/10/2022, 10:43:45,5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,10,https://solscan.io/tx/5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,,,,,,NFTMSG,8kzGUdmqy9ETJghqAMWzP1YBW1a8WAET83aRG8SnfxhC,H84hAwjJX8VUtpNPPJ2imgv1HDKUeXwzvtDhvYRZXT2V,,,,mintTo,,,,,,,,,,,
14/10/2022, 10:43:45,5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,11.2,https://solscan.io/tx/5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,11ryQxpVBb2ULB6aTyZj4zJKzNzqJN9PzB97qzvrq3F,,,,,,,H84hAwjJX8VUtpNPPJ2imgv1HDKUeXwzvtDhvYRZXT2V,,,,createAccount,,,,,,,,,,,
14/10/2022, 10:43:45,5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,12,https://solscan.io/tx/5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,,,,,,NFTMSG,8kzGUdmqy9ETJghqAMWzP1YBW1a8WAET83aRG8SnfxhC,H84hAwjJX8VUtpNPPJ2imgv1HDKUeXwzvtDhvYRZXT2V,,,,mintTo,,,,,,,,,,,
14/10/2022, 10:43:45,5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,13.2,https://solscan.io/tx/5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,11ryQxpVBb2ULB6aTyZj4zJKzNzqJN9PzB97qzvrq3F,,,,,,,H84hAwjJX8VUtpNPPJ2imgv1HDKUeXwzvtDhvYRZXT2V,,,,createAccount,,,,,,,,,,,
14/10/2022, 10:43:45,5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,14,https://solscan.io/tx/5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,,,,,,NFTMSG,8kzGUdmqy9ETJghqAMWzP1YBW1a8WAET83aRG8SnfxhC,H84hAwjJX8VUtpNPPJ2imgv1HDKUeXwzvtDhvYRZXT2V,,,,mintTo,,,,,,,,,,,
14/10/2022, 10:43:45,5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,15.2,https://solscan.io/tx/5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,11ryQxpVBb2ULB6aTyZj4zJKzNzqJN9PzB97qzvrq3F,,,,,,,H84hAwjJX8VUtpNPPJ2imgv1HDKUeXwzvtDhvYRZXT2V,,,,createAccount,,,,,,,,,,,
14/10/2022, 10:43:45,5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,16,https://solscan.io/tx/5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,,,,,,NFTMSG,8kzGUdmqy9ETJghqAMWzP1YBW1a8WAET83aRG8SnfxhC,H84hAwjJX8VUtpNPPJ2imgv1HDKUeXwzvtDhvYRZXT2V,,,,mintTo,,,,,,,,,,,
14/10/2022, 10:43:45,5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,17.2,https://solscan.io/tx/5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,11ryQxpVBb2ULB6aTyZj4zJKzNzqJN9PzB97qzvrq3F,,,,,,,H84hAwjJX8VUtpNPPJ2imgv1HDKUeXwzvtDhvYRZXT2V,,,,createAccount,,,,,,,,,,,
14/10/2022, 10:43:45,5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,18,https://solscan.io/tx/5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,,,,,,NFTMSG,8kzGUdmqy9ETJghqAMWzP1YBW1a8WAET83aRG8SnfxhC,H84hAwjJX8VUtpNPPJ2imgv1HDKUeXwzvtDhvYRZXT2V,,,,mintTo,,,,,,,,,,,
14/10/2022, 10:43:45,5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,19.2,https://solscan.io/tx/5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,11ryQxpVBb2ULB6aTyZj4zJKzNzqJN9PzB97qzvrq3F,,,,,,,H84hAwjJX8VUtpNPPJ2imgv1HDKUeXwzvtDhvYRZXT2V,,,,createAccount,,,,,,,,,,,
14/10/2022, 10:43:45,5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,20,https://solscan.io/tx/5vCq4sSBXXSdALYgQuZxrwqYEN7efPYYdPgxJhM9waDsek2Hs8Pb7nDdjRgWqeHPiZsmcnpU9cLCBVy8tmEAVMHD,,,,,,NFTMSG,8kzGUdmqy9ETJghqAMWzP1YBW1a8WAET83aRG8SnfxhC,H84hAwjJX8VUtpNPPJ2imgv1HDKUeXwzvtDhvYRZXT2V,,,,mintTo,,,,,,,,,,,
